Brand Name,Roast Level,Coffee Type,Processing Method,Fragrance,Flavor,Body,Ground Type,Number of Bags,Net Weight,Price,Contact ,Class Name
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Fine Ground,1.0,200g,5000,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Fine Ground,1.0,500g,12500,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Fine Ground,1.0,1kg,25000,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Light,Arabica,Natural Dry,Fruity,Very Sweet,Lighter,Coarse Ground,1.0,200g,5000,09 423002512,Vintage Coffee(Light)
Pyin Oo Lwin Vintage,Light,Arabica,Natural Dry,Fruity,Very Sweet,Lighter,Coarse Ground,1.0,500g,12500,09 423002512,Vintage Coffee(Light)
Pyin Oo Lwin Vintage,Light,Arabica,Natural Dry,Fruity,Very Sweet,Lighter,Coarse Ground,1.0,1kg,25000,09 423002512,Vintage Coffee(Light)
Pyin Oo Lwin Vintage,Medium,Arabica,Natural Dry,Sweet,Normal,Medium,Coarse Ground,1.0,200g,5000,09 423002512,Vintage Coffee(Medium)
Pyin Oo Lwin Vintage,Medium,Arabica,Natural Dry,Sweet,Normal,Medium,Coarse Ground,1.0,500g,12500,09 423002512,Vintage Coffee(Medium)
Pyin Oo Lwin Vintage,Medium,Arabica,Natural Dry,Sweet,Normal,Medium,Coarse Ground,1.0,1kg,25000,09 423002512,Vintage Coffee(Medium)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Coarse Ground,1.0,200g,5000,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Coarse Ground,1.0,500g,12500,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Coarse Ground,1.0,1kg,25000,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Light,Arabica,Natural Dry,Fruity,Very Sweet,Lighter,Whole Bean,1.0,200g,5000,09 423002512,Vintage Coffee(Light)
Pyin Oo Lwin Vintage,Light,Arabica,Natural Dry,Fruity,Very Sweet,Lighter,Whole Bean,1.0,500g,12500,09 423002512,Vintage Coffee(Light)
Pyin Oo Lwin Vintage,Light,Arabica,Natural Dry,Fruity,Very Sweet,Lighter,Whole Bean,1.0,1kg,25000,09 423002512,Vintage Coffee(Light)
Pyin Oo Lwin Vintage,Medium,Arabica,Natural Dry,Sweet,Normal,Medium,Whole Bean,1.0,200g,5000,09 423002512,Vintage Coffee(Medium)
Pyin Oo Lwin Vintage,Medium,Arabica,Natural Dry,Sweet,Normal,Medium,Whole Bean,1.0,500g,12500,09 423002512,Vintage Coffee(Medium)
Pyin Oo Lwin Vintage,Medium,Arabica,Natural Dry,Sweet,Normal,Medium,Whole Bean,1.0,1kg,25000,09 423002512,Vintage Coffee(Medium)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Whole Bean,1.0,200g,5000,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Whole Bean,1.0,500g,12500,09 423002512,Vintage Coffee(Dark)
Pyin Oo Lwin Vintage,Dark,Arabica,Natural Dry,Smoky,Very Bitter,Heavy,Whole Bean,1.0,1kg,25000,09 423002512,Vintage Coffee(Dark)
Shwe Myint Zu,Light,Arabica,Washed,Fruity,Very Sweet,Lighter,Fine Ground,1.0,200g,5000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Light,Arabica,Washed,Fruity,Very Sweet,Lighter,Fine Ground,1.0,500g,12500,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Light,Arabica,Washed,Fruity,Very Sweet,Lighter,Fine Ground,1.0,1kg,25000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium Light,Arabica,Washed,Floral,Sweet,Light,Fine Ground,1.0,200g,5000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium Light,Arabica,Washed,Floral,Sweet,Light,Fine Ground,1.0,500g,12500,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium Light,Arabica,Washed,Floral,Sweet,Light,Fine Ground,1.0,1kg,25000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium,Arabica,Washed,Sweet,Normal,Medium,Fine Ground,1.0,200g,5000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium,Arabica,Washed,Sweet,Normal,Medium,Fine Ground,1.0,500g,12500,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium,Arabica,Washed,Sweet,Normal,Medium,Fine Ground,1.0,1kg,25000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium Dark,Arabica,Washed,Spicy,Bitter,Full,Fine Ground,1.0,200g,5000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium Dark,Arabica,Washed,Spicy,Bitter,Full,Fine Ground,1.0,500g,12500,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Medium Dark,Arabica,Washed,Spicy,Bitter,Full,Fine Ground,1.0,1kg,25000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Dark,Arabica,Washed,Smoky,Very Bitter,Heavy,Fine Ground,1.0,200g,5000,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Dark,Arabica,Washed,Smoky,Very Bitter,Heavy,Fine Ground,1.0,500g,12500,09 2046500,Shwe Myint Zu Coffee
Shwe Myint Zu,Dark,Arabica,Washed,Smoky,Very Bitter,Heavy,Fine Ground,1.0,1kg,25000,09 2046500,Shwe Myint Zu Coffee
